"","Isolate","Accession_number","Collection_time","Country","Continent","Genotype","Source"
"508","FR4686","ERR6044332","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"509","FR4687","ERR6044333","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"510","FR4693","ERR6044334","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"511","FR4696","ERR6044335","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"512","FR4697","ERR6044336","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"513","FR4699","ERR6044337","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"514","FR4700","ERR6044338","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"515","FR4702","ERR6044339","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"516","FR4703","ERR6044340","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"517","FR4706","ERR6044341","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"518","FR4707","ERR6044342","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"519","FR4708","ERR6044343","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"520","FR4710","ERR6044344","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"521","FR4717","ERR6044345","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"522","FR4718","ERR6044346","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"523","FR4719","ERR6044347","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"524","FR4731","ERR6044348","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"525","FR4732","ERR6044349","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"526","FR4734","ERR6044350","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"527","FR4736","ERR6044351","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"528","FR4740","ERR6044352","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"529","FR4803","ERR6044353","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"530","FR4804","ERR6044354","2010","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"531","FR4805","ERR6044355","2010","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"532","FR4806","ERR6044356","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"533","FR4807","ERR6044357","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"534","FR4808","ERR6044358","2011","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"535","FR4860","ERR6044359","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"536","FR4864","ERR6044360","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"537","FR4866","ERR6044361","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"538","FR4867","ERR6044362","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"539","FR4871","ERR6044363","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"540","FR4883","ERR6044364","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"541","FR4887","ERR6044365","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"542","FR4888","ERR6044366","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"543","FR4892","ERR6044367","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"544","FR4895","ERR6044368","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"545","FR4896","ERR6044369","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"546","FR4897","ERR6044370","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"547","FR4900","ERR6044371","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"548","FR4901","ERR6044372","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"549","FR4902","ERR6044373","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"550","FR4903","ERR6044374","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"551","FR4906","ERR6044375","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"552","FR4907","ERR6044376","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"553","FR4908","ERR6044377","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"554","FR4910","ERR6044378","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"555","FR4911","ERR6044379","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"556","FR4915","ERR6044380","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"557","FR4918","ERR6044381","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"558","FR4919","ERR6044382","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"559","FR4920","ERR6044383","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"560","FR4922","ERR6044384","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"561","FR4924","ERR6044385","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"562","FR4925","ERR6044386","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"563","FR4926","ERR6044387","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"564","FR4928","ERR6044388","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"565","FR4931","ERR6044389","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"566","FR4932","ERR6044390","2011","France","Europe","ptxP1/fim3-1","Lefrancq & Bouchez et al., 2022"
"567","FR4934","ERR6044391","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"568","FR4935","ERR6044392","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"569","FR4936","ERR6044393","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"570","FR4939","ERR6044394","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"571","FR4940","ERR6044395","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"572","FR4941","ERR6044396","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"573","FR4942","ERR6044397","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"574","FR4943","ERR6044398","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"575","FR4944","ERR6044399","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"576","FR4946","ERR6044400","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"577","FR4949","ERR6044401","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"578","FR4954","ERR6044402","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"579","FR4955","ERR6044403","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"580","FR4956","ERR6044404","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"581","FR4957","ERR6044405","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"582","FR4958","ERR6044406","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"583","FR4959","ERR6044407","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"584","FR4960","ERR6044408","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"585","FR4961","ERR6044409","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"586","FR4962","ERR6044410","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"587","FR4965","ERR6044411","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"588","FR4967","ERR6044412","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"589","FR4969","ERR6044413","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"590","FR4970","ERR6044414","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"591","FR4972","ERR6044415","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"592","FR4979","ERR6044416","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"593","FR4980","ERR6044417","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"594","FR4981","ERR6044418","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"595","FR4984","ERR6044419","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"596","FR4987","ERR6044420","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"597","FR4988","ERR6044421","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"598","FR4989","ERR6044422","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"599","FR4990","ERR6044423","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"600","FR4992","ERR6044504","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"601","FR4993","ERR6044505","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"602","FR4994","ERR6044506","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"603","FR4995","ERR6044507","2011","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"604","FR4996","ERR6044508","2011","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"605","FR4998","ERR6044509","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"606","FR4999","ERR6044510","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"607","FR5000","ERR6044511","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"608","FR5002","ERR6044512","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"609","FR5003","ERR6044513","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"610","FR5005","ERR6044514","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"611","FR5006","ERR6044515","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"612","FR5010","ERR6044516","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"613","FR5013","ERR6044517","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"614","FR5014","ERR6044518","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"615","FR5017","ERR6044519","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"616","FR5019","ERR6044520","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"617","FR5025","ERR6044521","2011","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"618","FR5028","ERR6044522","2011","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"619","FR5031","ERR6044523","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"620","FR5032","ERR6044524","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"621","FR5033","ERR6044525","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"622","FR5034","ERR6044526","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"623","FR5035","ERR6044527","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"624","FR5036","ERR6044528","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"625","FR5037","ERR6044529","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"626","FR5038","ERR6044530","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"627","FR5039","ERR6044531","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"628","FR5040","ERR6044532","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"629","FR5045","ERR6044533","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"630","FR5046","ERR6044534","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"631","FR5047","ERR6044535","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"632","FR5069","ERR6044536","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"633","FR5081","ERR6044537","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"634","FR5082","ERR6044538","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"635","FR5085","ERR6044539","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"636","FR5086","ERR6044540","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"637","FR5088","ERR6044541","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"638","FR5127","ERR6044542","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"639","FR5128","ERR6044543","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"640","FR5129","ERR6044544","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"641","FR5130","ERR6044545","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"642","FR5131","ERR6044546","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"643","FR5132","ERR6044547","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"644","FR5133","ERR6044548","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"645","FR5134","ERR6044549","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"646","FR5135","ERR6044550","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"647","FR5136","ERR6044551","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"648","FR5291","ERR6044600","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"649","FR5298","ERR6044601","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"650","FR5300","ERR6044602","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"651","FR5301","ERR6044603","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"652","FR5303","ERR6044604","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"653","FR5304","ERR6044605","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"654","FR5305","ERR6044606","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"655","FR5306","ERR6044607","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"656","FR5309","ERR6044608","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"657","FR5310","ERR6044609","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"658","FR5311","ERR6044610","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"659","FR5312","ERR6044611","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"660","FR5313","ERR6044612","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"661","FR5314","ERR6044613","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"662","FR5318","ERR6044614","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"663","FR5319","ERR6044615","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"664","FR5320","ERR6044616","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"665","FR5321","ERR6044617","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"666","FR5324","ERR6044618","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"667","FR5325","ERR6044619","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"668","FR5326","ERR6044620","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"669","FR5329","ERR6044621","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"670","FR5331","ERR6044622","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"671","FR5332","ERR6044623","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"672","FR5333","ERR6044624","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"673","FR5336","ERR6044625","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"674","FR5337","ERR6044626","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"675","FR5338","ERR6044627","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"676","FR5339","ERR6044628","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"677","FR5340","ERR6044629","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"678","FR5344","ERR6044630","2012","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"679","FR5346","ERR6044631","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"680","FR5351","ERR6044632","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"681","FR5352","ERR6044633","2012","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"682","FR5353","ERR6044634","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"683","FR5354","ERR6044635","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"684","FR5355","ERR6044636","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"685","FR5356","ERR6044637","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"686","FR5357","ERR6044638","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"687","FR5358","ERR6044639","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"688","FR5359","ERR6044640","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"689","FR5360","ERR6044641","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"690","FR5361","ERR6044642","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"691","FR5362","ERR6044643","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"692","FR5367","ERR6044644","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"693","FR5390","ERR6044645","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"694","FR5392","ERR6044646","2012","France","Europe","ptxP3/fim3-2","Hegerle et. al. (2014)"
"695","FR5395","ERR6044647","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"696","FR5396","ERR6044648","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"697","FR5401","ERR6044649","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"698","FR5402","ERR6044650","2012","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"699","FR5403","ERR6044651","2012","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"700","FR5404","ERR6044652","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"701","FR5406","ERR6044653","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"702","FR5407","ERR6044654","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"703","FR5408","ERR6044655","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"704","FR5410","ERR6044656","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"705","FR5412","ERR6044657","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"706","FR5413","ERR6044658","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"707","FR5414","ERR6044659","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"708","FR5415","ERR6044660","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"709","FR5416","ERR6044661","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"710","FR5429","ERR6044662","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"711","FR5430","ERR6044663","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"712","FR5432","ERR6044664","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"713","FR5434","ERR6044665","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"714","FR5436","ERR6044666","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"715","FR5447","ERR6044667","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"716","FR5450","ERR6044668","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"717","FR5451","ERR6044669","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"718","FR5452","ERR6044670","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"719","FR5453","ERR6044671","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"720","FR5454","ERR6044672","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"721","FR5457","ERR6044673","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"722","FR5458","ERR6044674","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"723","FR5462","ERR6044675","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"724","FR5466","ERR6044676","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"725","FR5467","ERR6044677","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"726","FR5468","ERR6044678","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"727","FR5469","ERR6044679","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"728","FR5470","ERR6044680","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"729","FR5471","ERR6044681","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"730","FR5473","ERR6044682","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"731","FR5476","ERR6044683","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"732","FR5479","ERR6044684","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"733","FR5482","ERR6044685","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"734","FR5483","ERR6044686","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"735","FR5484","ERR6044687","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"736","FR5485","ERR6044688","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"737","FR5486","ERR6044689","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"738","FR5487","ERR6044690","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"739","FR5488","ERR6044691","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"740","FR5493","ERR6044692","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"741","FR5494","ERR6044693","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"742","FR5497","ERR6044694","2013","France","Europe","Others","Lefrancq & Bouchez et al., 2022"
"743","FR5498","ERR6044695","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"744","FR5505","ERR6044696","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"745","FR5508","ERR6044697","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"746","FR5509","ERR6044698","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"747","FR5510","ERR6044699","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"748","FR5512","ERR6044700","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"749","FR5513","ERR6044701","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"750","FR5515","ERR6044702","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"751","FR5532","ERR6044703","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"752","FR5533","ERR6044704","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"753","FR5534","ERR6044705","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"754","FR5535","ERR6044706","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
"755","FR5536","ERR6044707","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"756","FR5537","ERR6044708","2013","France","Europe","ptxP3/fim3-2","Lefrancq & Bouchez et al., 2022"
"757","FR5538","ERR6044709","2013","France","Europe","ptxP3/fim3-1","Lefrancq & Bouchez et al., 2022"
